GID	SYMBOL	GENENAME
7268	VaccDscaff13-snap-gene-382.22	Component of the spliceosomal U1 snRNP, which is essential for recognition of the pre-mRNA 5' splice-site and the subsequent assembly of the spliceosome. U1-C is directly involved in initial 5' splice-site recognition for both constitutive and regulated alternative splicing. The interaction with the 5' splice-site seems to precede base-pairing between the pre-mRNA and the U1 snRNA. Stimulates commitment or early (E) complex formation by stabilizing the base pairing of the 5' end of the U1 snRNA and the 5' splice-site region
7269	VaccDscaff13-snap-gene-384.19	Alpha-trehalose glucohydrolase
7270	VaccDscaff13-snap-gene-384.22	isoform X1
7271	VaccDscaff13-augustus-gene-385.34	isoform X1
7272	VaccDscaff13-snap-gene-385.42	isoform X1
7273	VaccDscaff13-augustus-gene-385.35	isoform X1
7274	VaccDscaff13-snap-gene-386.37	isoform X1
7275	VaccDscaff13-processed-gene-386.6	-
7276	VaccDscaff13-processed-gene-386.7	isoform X1
7277	VaccDscaff13-augustus-gene-387.27	RNA binding
7278	VaccDscaff13-snap-gene-387.30	-
7279	VaccDscaff13-augustus-gene-388.25	subtilisin-like
7280	VaccDscaff13-augustus-gene-388.24	RING-box protein
7281	VaccDscaff13-augustus-gene-388.23	serine threonine-protein kinase
7282	VaccDscaff13-processed-gene-388.8	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
7283	VaccDscaff13-processed-gene-388.6	copper transporter
7284	VaccDscaff13-snap-gene-389.26	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)
7285	VaccDscaff13-snap-gene-389.25	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner
7286	VaccDscaff13-augustus-gene-389.18	Belongs to the MAK16 family
7287	VaccDscaff13-augustus-gene-390.22	Protein trichome birefringence-like
7288	VaccDscaff13-augustus-gene-390.27	Polygalacturonase
7289	VaccDscaff13-augustus-gene-390.26	U6 snRNA-associated Sm-like protein
7290	VaccDscaff13-processed-gene-390.1	Inter-alpha-trypsin inhibitor heavy
7291	VaccDscaff13-augustus-gene-390.32	receptor-like protein kinase
7292	VaccDscaff13-snap-gene-390.46	The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated
7293	VaccDscaff13-processed-gene-390.6	Belongs to the actin family
7294	VaccDscaff13-augustus-gene-391.30	Beta-galactosidase
7295	VaccDscaff13-augustus-gene-391.28	TIFY 10a-like
7296	VaccDscaff13-augustus-gene-391.32	zinc-finger of the FCS-type, C2-C2
7297	VaccDscaff13-processed-gene-391.11	ethylene-responsive transcription factor
7298	VaccDscaff13-processed-gene-391.9	DNA RNA-binding protein
7299	VaccDscaff13-augustus-gene-392.26	-
7300	VaccDscaff13-augustus-gene-392.25	Belongs to the GroES chaperonin family
7301	VaccDscaff13-augustus-gene-392.27	3-oxoacyl- acyl-carrier-protein synthase II
7302	VaccDscaff13-snap-gene-392.37	Belongs to the DEAD box helicase family
7303	VaccDscaff13-processed-gene-392.12	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)
7304	VaccDscaff13-processed-gene-392.7	21 kDa protein-like
7305	VaccDscaff13-snap-gene-393.33	Peroxiredoxin Q
7306	VaccDscaff13-snap-gene-393.32	Peroxiredoxin Q
7307	VaccDscaff13-processed-gene-393.17	-
7308	VaccDscaff13-augustus-gene-394.20	auxin-responsive protein
7309	VaccDscaff13-augustus-gene-394.21	CAAX amino terminal protease family protein
7310	VaccDscaff13-snap-gene-394.30	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
7311	VaccDscaff13-augustus-gene-394.25	pectinesterase
7312	VaccDscaff13-processed-gene-394.9	Sucrose-cleaving enzyme that provides UDP-glucose and fructose for various metabolic pathways
7313	VaccDscaff13-augustus-gene-394.24	Respiratory burst oxidase homolog protein
7314	VaccDscaff13-processed-gene-394.6	Auxin responsive protein
7315	VaccDscaff13-snap-gene-395.52	zinc finger family protein
7316	VaccDscaff13-augustus-gene-395.43	Alpha-aminoadipic semialdehyde
7317	VaccDscaff13-snap-gene-395.51	Suppressor of mec-8 and unc-52 protein homolog
7318	VaccDscaff13-augustus-gene-395.50	Belongs to the glycosyl hydrolase 17 family
7319	VaccDscaff13-augustus-gene-395.49	Acts in the modification of cell walls via demethylesterification of cell wall pectin
7320	VaccDscaff13-snap-gene-395.56	Pectinesterase
7321	VaccDscaff13-augustus-gene-395.44	phosphoinositide phosphatase
7322	VaccDscaff11-processed-gene-0.1	Pentatricopeptide repeat-containing protein
7323	VaccDscaff11-augustus-gene-0.13	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
7324	VaccDscaff11-snap-gene-0.16	Transcription factor Pur-alpha
7325	VaccDscaff11-processed-gene-1.8	zinc-ribbon
7326	VaccDscaff11-snap-gene-1.46	-
7327	VaccDscaff11-augustus-gene-2.24	NusB family
7328	VaccDscaff11-augustus-gene-2.25	Glucosidase 2 subunit
7329	VaccDscaff11-augustus-gene-2.27	Protein BREAST CANCER SUSCEPTIBILITY 2 homolog
7330	VaccDscaff11-augustus-gene-2.26	ribosome biogenesis
7331	VaccDscaff11-snap-gene-3.25	YTH domain family protein
7332	VaccDscaff11-snap-gene-3.26	Subtilisin-like protease
7333	VaccDscaff11-augustus-gene-3.16	2-oxoisovalerate dehydrogenase subunit beta
7334	VaccDscaff11-augustus-gene-4.19	pumilio homolog
7335	VaccDscaff11-augustus-gene-4.21	Leucine Rich Repeat
7336	VaccDscaff11-snap-gene-4.23	belongs to the protein kinase superfamily
7337	VaccDscaff11-augustus-gene-4.22	Lysyl-tRNA synthetase
7338	VaccDscaff11-augustus-gene-5.14	BEST Arabidopsis thaliana protein match is Protein of
7339	VaccDscaff11-snap-gene-7.24	Elongation factor P (EF-P) OB domain
7340	VaccDscaff11-snap-gene-7.26	Belongs to the mitochondrial carrier (TC 2.A.29) family
7341	VaccDscaff11-augustus-gene-8.20	Peptidyl-prolyl cis-trans isomerase
7342	VaccDscaff11-augustus-gene-8.21	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
7343	VaccDscaff11-snap-gene-8.35	Importin-5-like
7344	VaccDscaff11-processed-gene-8.16	Belongs to the mitochondrial carrier (TC 2.A.29) family
7345	VaccDscaff11-augustus-gene-9.17	Transcription repressor
7346	VaccDscaff11-augustus-gene-9.16	Belongs to the PTH family
7347	VaccDscaff11-processed-gene-9.6	GDP-fucose protein O-fucosyltransferase
7348	VaccDscaff11-augustus-gene-10.21	Belongs to the iron ascorbate-dependent oxidoreductase family
7349	VaccDscaff11-snap-gene-10.31	mediator of RNA polymerase II transcription subunit
7350	VaccDscaff11-augustus-gene-11.21	Short calmodulin-binding motif containing conserved Ile and Gln residues.
7351	VaccDscaff11-augustus-gene-12.27	-
7352	VaccDscaff11-snap-gene-12.29	acyl-activating enzyme 18
7353	VaccDscaff11-processed-gene-12.8	F-box Kelch-repeat protein
7354	VaccDscaff11-processed-gene-12.10	Amino acid permease
7355	VaccDscaff11-augustus-gene-12.28	Translation initiation factor eIF-2B subunit
7356	VaccDscaff11-augustus-gene-13.25	LRR receptor-like serine threonine-protein kinase At3g47570
7357	VaccDscaff11-augustus-gene-13.24	serine threonine-protein phosphatase
7358	VaccDscaff11-processed-gene-13.21	Mediator-associated protein 1-like
7359	VaccDscaff11-augustus-gene-14.26	Belongs to the oxygen-dependent FAD-linked oxidoreductase family
7360	VaccDscaff11-augustus-gene-14.27	Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis
7361	VaccDscaff11-processed-gene-14.8	FHA domain-containing protein At4g14490-like
7362	VaccDscaff11-augustus-gene-14.31	Protein TRANSPARENT TESTA
7363	VaccDscaff11-snap-gene-15.36	K homology RNA-binding domain
7364	VaccDscaff11-processed-gene-15.6	Methyltransferase domain
7365	VaccDscaff11-augustus-gene-15.34	Leucine-rich repeat receptor-like protein kinase
7366	VaccDscaff11-snap-gene-15.37	-
7367	VaccDscaff11-processed-gene-16.1	Transmembrane protein 45A-like
7368	VaccDscaff11-processed-gene-16.2	Transmembrane protein 45A-like
7369	VaccDscaff11-processed-gene-16.5	4-coumarate--CoA ligase-like
7370	VaccDscaff11-augustus-gene-17.32	Casein Kinase
7371	VaccDscaff11-processed-gene-17.1	Dirigent proteins impart stereoselectivity on the phenoxy radical-coupling reaction, yielding optically active lignans from two molecules of coniferyl alcohol in the biosynthesis of lignans, flavonolignans, and alkaloids and thus plays a central role in plant secondary metabolism
7372	VaccDscaff11-processed-gene-17.2	Dirigent proteins impart stereoselectivity on the phenoxy radical-coupling reaction, yielding optically active lignans from two molecules of coniferyl alcohol in the biosynthesis of lignans, flavonolignans, and alkaloids and thus plays a central role in plant secondary metabolism
7373	VaccDscaff11-processed-gene-17.23	-
7374	VaccDscaff11-processed-gene-18.0	metal tolerance protein
7375	VaccDscaff11-processed-gene-18.5	-
7376	VaccDscaff11-augustus-gene-18.35	Non-structural maintenance of chromosomes element 1 homolog
7377	VaccDscaff11-augustus-gene-18.34	E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates
7378	VaccDscaff11-snap-gene-18.39	AT3G13670 (E 0.0) protein kinase family protein
7379	VaccDscaff11-snap-gene-19.22	Pentatricopeptide repeat-containing protein
7380	VaccDscaff11-augustus-gene-19.20	Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress
7381	VaccDscaff11-snap-gene-19.27	Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily
7382	VaccDscaff11-snap-gene-20.32	RING-type E3 ubiquitin transferase
7383	VaccDscaff11-processed-gene-20.10	Omega-6 fatty acid desaturase, endoplasmic reticulum isozyme
7384	VaccDscaff11-snap-gene-21.32	zinc finger CCCH domain-containing protein
7385	VaccDscaff11-processed-gene-22.14	Protein NRT1 PTR FAMILY 7.1-like
7386	VaccDscaff11-augustus-gene-23.24	Enoyl-(Acyl carrier protein) reductase
7387	VaccDscaff11-augustus-gene-25.28	Plant lipoxygenase may be involved in a number of diverse aspects of plant physiology including growth and development, pest resistance, and senescence or responses to wounding
7388	VaccDscaff11-snap-gene-25.31	Lipoxygenase
7389	VaccDscaff11-snap-gene-27.23	Plant lipoxygenase may be involved in a number of diverse aspects of plant physiology including growth and development, pest resistance, and senescence or responses to wounding
7390	VaccDscaff11-processed-gene-28.4	ETHYLENE INSENSITIVE 3-like 3 protein
7391	VaccDscaff11-snap-gene-28.39	Phosphopantetheine attachment site
7392	VaccDscaff11-augustus-gene-28.38	Oxidoreductase family, C-terminal alpha/beta domain
7393	VaccDscaff11-processed-gene-29.4	Belongs to the UDP-glycosyltransferase family
7394	VaccDscaff11-augustus-gene-30.24	-
7395	VaccDscaff11-processed-gene-30.9	UDP-glucoronosyl and UDP-glucosyl transferase
7396	VaccDscaff11-snap-gene-30.31	-
7397	VaccDscaff11-processed-gene-30.7	UDP-glucoronosyl and UDP-glucosyl transferase
7398	VaccDscaff11-processed-gene-31.1	-
7399	VaccDscaff11-augustus-gene-31.20	transcription factor
7400	VaccDscaff11-augustus-gene-32.30	Beta-L-arabinofuranosidase, GH127
7401	VaccDscaff11-processed-gene-32.6	DNA-damage-repair toleration protein
7402	VaccDscaff11-processed-gene-33.23	RNA polymerase II subunit 5-mediating protein homolog
7403	VaccDscaff11-snap-gene-33.45	DNA excision repair protein ERCC-6-like 2
7404	VaccDscaff11-augustus-gene-34.25	Beta-L-arabinofuranosidase, GH127
7405	VaccDscaff11-processed-gene-35.6	AN1-like Zinc finger
7406	VaccDscaff11-processed-gene-35.3	Belongs to the protein kinase superfamily
7407	VaccDscaff11-processed-gene-36.11	Protein slowmo homolog
7408	VaccDscaff11-augustus-gene-36.16	Zinc finger A20 and AN1 domain-containing stress-associated protein
7409	VaccDscaff11-snap-gene-36.17	AP2-like ethylene-responsive transcription factor
7410	VaccDscaff11-processed-gene-37.0	serine threonine-protein kinase
7411	VaccDscaff11-snap-gene-37.28	Pentatricopeptide repeat-containing protein At2g22410
7412	VaccDscaff11-augustus-gene-37.21	Glycosyl transferase family 4
7413	VaccDscaff11-snap-gene-37.27	Serine threonine-protein phosphatase
7414	VaccDscaff11-snap-gene-38.26	Chromatin structure-remodeling complex protein
7415	VaccDscaff11-processed-gene-38.7	Cytochrome c-type biogenesis protein
7416	VaccDscaff11-augustus-gene-38.24	Chromatin structure-remodeling complex protein
7417	VaccDscaff11-snap-gene-39.24	1-acyl-sn-glycerol-3-phosphate acyltransferase
7418	VaccDscaff11-processed-gene-39.0	Pentatricopeptide repeat-containing protein
7419	VaccDscaff11-snap-gene-39.22	ZIP Zinc transporter
7420	VaccDscaff11-snap-gene-39.28	ZIP Zinc transporter
7421	VaccDscaff11-snap-gene-40.22	Molybdopterin-binding domain of aldehyde dehydrogenase
7422	VaccDscaff11-snap-gene-40.21	xanthine dehydrogenase
7423	VaccDscaff11-snap-gene-41.19	Belongs to the mitochondrial carrier (TC 2.A.29) family
7424	VaccDscaff11-snap-gene-41.18	E3 ubiquitin ligase BIG BROTHER-like
7425	VaccDscaff11-augustus-gene-42.15	Copper-transporting ATPase
7426	VaccDscaff11-augustus-gene-42.14	Belongs to the mitochondrial carrier (TC 2.A.29) family
7427	VaccDscaff11-processed-gene-42.6	Myb/SANT-like DNA-binding domain
7428	VaccDscaff11-augustus-gene-42.13	Agamous-like MADS-box protein
7429	VaccDscaff11-snap-gene-43.18	polyadenylate-binding protein
7430	VaccDscaff11-processed-gene-43.4	Aldehyde dehydrogenase family 3 member
7431	VaccDscaff11-augustus-gene-44.24	transcription factor
7432	VaccDscaff11-processed-gene-44.4	calcium-binding protein
7433	VaccDscaff11-snap-gene-44.31	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal
7434	VaccDscaff11-processed-gene-44.7	Pentatricopeptide repeat-containing protein
7435	VaccDscaff11-augustus-gene-45.25	Heterogeneous nuclear ribonucleoprotein
7436	VaccDscaff11-snap-gene-45.27	Pentatricopeptide repeat-containing protein
7437	VaccDscaff11-augustus-gene-46.23	Nuclear transcription factor Y subunit
7438	VaccDscaff11-snap-gene-46.32	translocation protein
7439	VaccDscaff11-augustus-gene-47.13	-
7440	VaccDscaff11-augustus-gene-47.15	Sulfite reductase
7441	VaccDscaff11-augustus-gene-47.14	EF-hand domain
7442	VaccDscaff11-augustus-gene-48.27	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
7443	VaccDscaff11-snap-gene-48.30	cinnamoyl-CoA reductase 1-like
7444	VaccDscaff11-snap-gene-49.30	YGGT family
7445	VaccDscaff11-snap-gene-49.32	cinnamoyl-CoA reductase 1-like
7446	VaccDscaff11-augustus-gene-51.15	phospholipase
7447	VaccDscaff11-augustus-gene-52.26	Protein of unknown function, DUF604
7448	VaccDscaff11-augustus-gene-52.28	Protein of unknown function, DUF604
7449	VaccDscaff11-augustus-gene-53.18	3-ketoacyl-coa synthase
7450	VaccDscaff11-augustus-gene-53.19	Protein of unknown function, DUF604
7451	VaccDscaff11-snap-gene-53.30	ATP-NAD kinase
7452	VaccDscaff11-augustus-gene-54.12	SPRY domain
7453	VaccDscaff11-snap-gene-54.20	Exosome complex
7454	VaccDscaff11-augustus-gene-54.15	ABC transporter G family member
7455	VaccDscaff11-augustus-gene-54.13	ABC transporter G family member
7456	VaccDscaff11-snap-gene-55.18	-
7457	VaccDscaff11-snap-gene-55.21	RNA-binding protein
7458	VaccDscaff11-augustus-gene-55.16	centromere protein
7459	VaccDscaff11-augustus-gene-56.27	Zinc finger CCCH domain-containing protein
7460	VaccDscaff11-snap-gene-57.19	DnaJ homolog, subfamily C, member
7461	VaccDscaff11-snap-gene-57.20	Belongs to the peptidase C19 family
7462	VaccDscaff11-augustus-gene-58.24	THUMP domain-containing protein
7463	VaccDscaff11-augustus-gene-58.29	embryonic placenta development
7464	VaccDscaff11-augustus-gene-58.25	Belongs to the ubiquitin-conjugating enzyme family
7465	VaccDscaff11-snap-gene-58.33	-
7466	VaccDscaff11-snap-gene-59.16	receptor
7467	VaccDscaff11-augustus-gene-60.22	Belongs to the cytochrome P450 family
7468	VaccDscaff11-snap-gene-60.24	Gibberellin regulated protein
7469	VaccDscaff11-snap-gene-61.32	Belongs to the cytochrome P450 family
7470	VaccDscaff11-snap-gene-61.34	Phytochromobilin ferredoxin oxidoreductase
7471	VaccDscaff11-processed-gene-62.4	Serine--glyoxylate
7472	VaccDscaff11-augustus-gene-62.19	chromodomain-helicase-DNA-binding protein
7473	VaccDscaff11-augustus-gene-64.16	Non-functional NADPH-dependent codeinone reductase 2-like
7474	VaccDscaff11-snap-gene-65.28	Belongs to the glycosyl hydrolase 1 family
7475	VaccDscaff11-processed-gene-66.0	Integrator complex subunit
7476	VaccDscaff11-snap-gene-67.18	isoform X1
7477	VaccDscaff11-processed-gene-67.4	Pentatricopeptide repeat-containing protein
7478	VaccDscaff11-snap-gene-67.20	guanyl-nucleotide exchange factor activity
7479	VaccDscaff11-augustus-gene-68.24	Homeodomain
7480	VaccDscaff11-snap-gene-69.19	Beta-L-arabinofuranosidase, GH127
7481	VaccDscaff11-processed-gene-69.3	Pentatricopeptide repeat-containing protein
7482	VaccDscaff11-augustus-gene-69.18	signal peptide
7483	VaccDscaff11-augustus-gene-70.11	lateral root primordium
7484	VaccDscaff11-augustus-gene-71.18	Zinc finger, C3HC4 type (RING finger)
7485	VaccDscaff11-processed-gene-71.4	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
7486	VaccDscaff11-processed-gene-71.3	calcium-dependent lipid-binding (CaLB domain) family protein
7487	VaccDscaff11-augustus-gene-71.22	Ankyrin repeats (many copies)
